GeneSymbol;entry_name;MB278;MB282;MB275;MB247;MB091;MB234;MB199;MB136;MB288;Burdenko_1360;MB226;MB118;MB166;MB239;MB102;MB271;MB177;MB037;MB265;MB170;MB244;MB260;MB274;MB264;MB268;MB095;MB227;MB269;MB088;MB281;MB284;MB174;MB277;MB164;x5M15;MB287;MB099;MB266;MB104;MB248;x1M6;MB106;MB270;MB018;MB206
DPYSL2; dihydropyrimidinase-related protein 2 isoform 1 GN=DPYSL2;NaN;1,291183176;1,979956746;1,923219355;1,226683744;NaN;1,781327804;0,87208642;2,257912824;-0,072980207;-1,34160292;0,374131593;-0,439994907;-1,555337958;-1,283053851;-2,386181858;-2,398368658;-2,014173233;0,263081916;1,864580384;2,407376826;2,401629393;-0,439440949;1,488947401;1,358690098;2,566249177;2,095333911;0,144282371;0,437411406;0,516343627;1,027485118;2,24796846;-0,115747244;1,590458061;-0,27279404;2,773992592;-0,665630454;0,833957466;0,49776829;-0,131747664;0,289147365;-0,973350486;-1,756244298;-0,11410015;1,227573182
DPYSL3; dihydropyrimidinase-related protein 3 isoform 1 GN=DPYSL3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-7,226359709;NaN;1,34038928;-15,61004278;0,799244132;-0,178559657;1,112115385;0,410689929
DPYSL3; dihydropyrimidinase-related protein 3 isoform 1 GN=DPYSL3;-2,26658692;1,593431393;-1,25555111;-1,074820462;0,649784138;-0,467267695;1,064824597;1,698395546;NaN;0,406384524;0,004774388;1,22146061;-0,380740578;0,096692731;0,272585551;-0,734114252;-0,732043001;-1,445071655;0,048221511;-0,716079913;-0,44887301;0,244733259;-0,101266519;1,72182167;0,315273332;-0,327113544;0,569850137;0,688567088;-0,962542173;-1,177317538;-0,265017303;0,013028796;0,31672655;-0,142863085;-1,68472803;0,034756368;0,081957826;2,122662096;-1,073883541;-0,379490555;-0,486013657;-0,283779649;1,415024132;0,005777223;1,504863828
DPYSL3; dihydropyrimidinase-related protein 3 isoform 1 GN=DPYSL3;0,970426966;0,423677765;-0,709047212;1,108920096;2,893145346;0,659592369;1,301622032;0,466464829;0,669179809;NaN;1,427541897;0,172838257;1,361588823;-0,844292629;-1,037092935;0,515494779;2,138038891;-0,31678748;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,001173027;0,427928232;-0,1878842;0,296515261;-0,2124696;0,23991247;-0,158034386;NaN;0,320410264;-1,217184474;-0,794281539;0,269207229;-1,999127601;-0,111296568;-0,04661115;1,386894871;-1,27821054;-0,27279404
DPYSL3; dihydropyrimidinase-related protein 3 isoform 1 GN=DPYSL3;-0,068397155;-0,378075402;0,529865606;0,100934916;-0,601606227;-0,414446129;0,117634855;0,687818326;-0,889204916;0,335708954;0,28255694;-0,537484824;-0,407215916;-1,054186607;-0,420922805;-0,137879327;0,109187898;0,086171154;-0,990677378;-1,056257861;0,631965948;-0,20345295;-0,808274051;0,179783762;-0,893700256;0,613699747;0,144983995;-0,051613206;0,495495848;0,027033698;0,886287375;0,481063246;0,493504159;0,07459223;-0,536594871;-0,202021387;0,262486552;0,367002325;0,84532248;0,098810748;-0,340601055;-0,825291539;0,854884934;0,556057693;-0,155882309
DPYSL3; dihydropyrimidinase-related protein 3 isoform 1 GN=DPYSL3;-2,396609235;-1,663425717;-2,619891052;-2,013242388;-0,391599946;-1,844691595;-0,305545078;-1,83398905;-3,222988466;0,925696316;NaN;0,017916161;NaN;-1,488124718;-0,318227783;NaN;-1,600167472;NaN;0,952832648;-0,495337483;-1,200144679;-1,216294812;-4,268058607;0,086875375;-0,669891959;0,182373038;0,537071147;1,128452366;1,261262158;0,417670631;0,191160022;0,933062254;0,649236815;1,28956059;-0,296775934;-0,251983665;1,764308341;-0,041201924;-0,808799836;-0,329369161;0,614647881;0,194670097;2,932781217;-0,158873626;1,059699927
DPYSL3; dihydropyrimidinase-related protein 3 isoform 1 GN=DPYSL3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,396483264;0,822665355;1,107029924;0,374717089;0,266589215;0,460884482;0,627080444;-0,434671823;2,230924348;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
DPYSL3; dihydropyrimidinase-related protein 3 isoform 1 GN=DPYSL3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,03654876;-0,496712086;0,20440899;-2,716579556;-0,984890736;-0,367405536;1,725669015;-1,502077923;-1,265044891
PGAM2; phosphoglycerate mutase 2 GN=PGAM2;-0,680585555;1,438595464;-1,747020658;-2,53292081;-2,053120224;-0,146275104;-2,161731426;1,723891761;-2,244256093;NaN;-2,422350662;0,701891947;-2,845468494;0,150934995;-2,373396056;-2,275629966;-2,722167252;0,291990025;NaN;-0,177553694;-0,513841472;0,514529563;0,907682468;NaN;-0,736319079;-0,46606443;-0,771567;-1,392383533;-9,428645871;-1,812609436;0,104269103;1,498311568;-1,768828341;-0,756036503;-1,253053944;-0,224830253;-1,739942501;1,02241812;0,989056756;-1,366165997;-1,483767815;-2,028955943;-1,04200567;0,554613387;0,848359489
PGAM2; phosphoglycerate mutase 2 GN=PGAM2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0,351089607;1,051412066;0,420010403;-0,628665485;-0,047538735;-0,350954542;-0,554024142;-0,690378122;0,275791777
PGAM1; phosphoglycerate mutase 1 isoform 1 GN=PGAM1;-1,369974705;1,297546296;-2,036270965;-0,403739666;-0,51266239;-0,618960396;-2,076178804;0,211502687;-0,767811753;-0,161324669;-0,701834979;1,852741805;0,249624618;-1,324218746;-1,290660889;0,975092534;-0,758936572;-1,538062109;-0,086066242;-2,632380142;-0,79615897;-0,290436458;-0,978290316;0,106181014;-1,403656149;-0,364746076;-0,497988505;-0,512612977;-0,295163795;-0,79073566;-0,436626868;0,67649519;-0,2714799;0,127691784;-0,427677104;-0,280223214;-0,729867669;1,147549889;-1,099802837;-2,016312079;-0,840596693;-1,949442805;0,831647718;-0,859361888;0,443665033
PGAM1; phosphoglycerate mutase 1 isoform 1 GN=PGAM1;-1,070652501;1,70054392;-1,340022439;-0,105026873;-0,17418168;-0,364333362;-0,546925689;1,246417202;-0,951418912;-0,504715751;-0,728745164;0,998035546;-0,350483049;-0,591948184;-0,535028384;-0,0509284;-1,709893241;-1,302486292;0,503579074;-1,330319719;-0,37445459;-0,505683783;-0,716298038;0,209948823;-0,969324978;-1,479247975;0,516899461;-0,452788579;-0,304646969;-0,763701962;-0,22591639;1,124485337;-0,242016965;-0,073327955;-0,786406263;-0,787448954;-0,430832357;1,191803808;0,418832253;-1,167112461;-0,018456215;-0,95415766;1,389340894;-0,34230045;0,622030367
PGAM1; phosphoglycerate mutase 1 isoform 1 GN=PGAM1;NaN;-0,189302831;1,273469271;-0,695632533;-0,98950018;-1,134986459;-1,246623918;-1,594092852;-0,329278953;0,108317992;NaN;-1,33211925;-1,06153499;-1,036498912;-1,507461491;0,091919551;NaN;NaN;-0,680594748;NaN;-0,112218252;-0,305179426;NaN;1,215048649;-0,285636617;-0,742518797;0,399651534;-0,351908222;-1,122570737;-1,438192722;-0,611494843;0,026057592;0,010522477;-0,188376988;0,734445494;0,020636593;0,668953069;1,531338184;0,362281063;0,126019505;0,813751289;0,567559298;1,997177534;0,563279221;2,03096662
PGAM1; phosphoglycerate mutase 1 isoform 1 GN=PGAM1;NaN;2,04945502;NaN;NaN;0,647313476;-0,284423814;0,290267824;0,243952414;-0,893757159;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
CTNND2; catenin delta-2 isoform 1 GN=CTNND2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-2,517434312;NaN;NaN;2,549030896;-0,105703776;-0,322165302;-2,070558215;2,582418582;1,957522071
CTNND2; catenin delta-2 isoform 1 GN=CTNND2;NaN;NaN;-0,837034073;-2,873917149;0,589252916;-2,171101782;0,210826104;0,860497232;-1,822414853;0,278861214;0,589853888;2,031903413;1,563305686;2,009322123;-1,020611018;0,485683033;0,197398811;0,49904877;NaN;NaN;NaN;NaN;-12,9138038;0,521252251;NaN;1,862810316;0,133637422;1,965993935;0,513276799;0,674490759;-0,079287964;-0,283626872;0,003156743;1,853427279;-0,617533762;2,266766852;-2,534047385;-1,188751814;-1,673561788;0,701699516;-1,530747271;-2,545791342;-1,029775557;0,850696054;0,993749719
CTNND2; catenin delta-2 isoform 1 GN=CTNND2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,452788579;-19,40138886;NaN;-14,33917392;NaN;0,976485842;2,835769023;0,201847605;1,001417843;0,032118608;0,286887472;0,295126524;2,404394873;0,827173991;1,117296685;0,463521302;0,002888611;1,29352339
CTNND2; catenin delta-2 isoform 1 GN=CTNND2;-0,986679756;-1,510710828;0,598978511;0,806115347;1,188388481;0,38329495;1,778272353;1,263800985;-0,25796047;NaN;0,021267727;1,778969378;0,54589626;-0,036554569;-0,763239544;0,114278361;-0,342624094;-0,004339555;-0,670828366;-0,229806733;-1,439937366;-0,863937891;-0,825926013;0,516425841;-0,41542499;0,658569304;1,070360102;1,320828861;0,382883155;0,123003325;0,715763946;0,201445234;0,423003565;1,104976427;-1,280033575;2,384069593;-1,374454897;-1,619846021;-1,302444602;0,983811363;-0,838359576;-0,346841793;-0,595606527;1,084673577;0,266798567
CTNND2; catenin delta-2 isoform 1 GN=CTNND2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0,232259427;NaN;NaN;NaN;-8,506801733;-12,0840123;NaN;NaN;-0,202021387;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
PKM; pyruvate kinase PKM isoform a GN=PKM;0,24446904;1,793869685;-1,828932249;0,814299259;0,270537502;-0,540405247;-2,621576768;0,490802125;1,508310045;NaN;-1,663657066;1,079185215;-0,074383093;NaN;-3,026333539;1,387488358;-1,727105127;-2,82876961;1,280006446;-0,002665971;-0,54809757;-0,045703199;-0,77854443;0,147205497;-1,784845623;0,756992848;0,157591299;2,06804732;0,636558063;-0,765053647;-0,600633478;0,338748702;1,848799164;0,949470591;-0,880335347;-0,026067276;2,027902431;1,191040809;-1,608763549;-1,009588079;-1,313746927;-2,15919298;1,319629247;0,326413087;0,362726142
PKM; pyruvate kinase PKM isoform a GN=PKM;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0,225854537;-0,919720669;0,165461014;-0,086990397;-1,521141748;-2,749944469;0,245946907;-2,985724247;-1,472348855;-1,290993626;0,170088974;-1,491912135;-0,367099889;-0,785047785;-0,111007424;-1,08991575;1,120291519;-0,503031426;0,431674086;-1,306307235;-1,947777925;-0,116216604;-1,229717923;0,509287875;0,0050571;-2,324245195;-2,317815267;2,961557128;-0,477637122;-0,701588205;-1,280243607;-1,6996496;-0,892466432;1,2499176;1,074563437;-1,66674161
PKM; pyruvate kinase PKM isoform a GN=PKM;0,359592965;1,03029524;-1,526883256;0,13503455;0,422483223;-1,346272721;-1,98145983;0,369115648;0,726841561;-1,024027543;-0,919720669;1,136095373;-0,002521461;-1,886687439;-1,373070475;0,644679013;-1,223657478;-1,932341634;-0,747738625;-0,511333311;-0,854039963;-0,169544125;-0,800841646;-0,856687727;-1,185979585;0,34882462;-0,563546485;1,453380958;-0,700569488;-0,044605601;0,311721172;0,723599299;1,609938942;0,407096578;-1,183106754;-0,534379152;1,736619886;1,138393906;-1,424972181;-0,494053741;-0,526281762;-1,876784247;0,917258512;0,044773477;0,09143097
PKM; pyruvate kinase PKM isoform a GN=PKM;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1,701178664;0,308251433;NaN;-1,165680421;0,18288431;-1,435349238;2,260124975;-1,4963007;-1,233568656
PKM; pyruvate kinase PKM isoform a GN=PKM;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2,405879213;0,481271087;1,044852419;-0,117302741;1,727818825;1,269010696;1,962154937;-0,374717089;0,911268514;0,022150764;-0,235766566;-2,279130785;-1,502209781;-2,566532417;-0,335874464;-0,381579541;-2,062468532;-0,608540552
PKM; pyruvate kinase PKM isoform a GN=PKM;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0,952498255;NaN;-0,018923588;NaN;NaN;-12,0840123;NaN;NaN;-0,148800699;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
CTNND1; catenin delta-1 isoform 1ABC GN=CTNND1;1,294128355;-0,032345862;0,597698643;1,992782608;1,344040195;-0,371105358;1,187042628;-0,61480644;1,743509297;0,131364373;1,471813491;-0,319329219;2,633665788;1,090741176;0,452618799;1,168868885;2,73292468;1,893905579;-0,923533501;-0,161557866;-0,670947025;-0,277167788;-0,241553165;0,059123519;0,548279231;-0,933576266;-0,166416412;0,21701007;0,868895829;NaN;0,611494843;1,898195391;0,915455477;0,131484609;1,134143721;2,295006401;-0,018828149;0,248737543;-0,079525111;2,183860739;0,246642143;-0,07540039;1,252363622;1,478969031;1,215582235
CTNND1; catenin delta-1 isoform 1ABC GN=CTNND1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-15,52821691;NaN;-17,53381115;0,472886772;-14,4864688;-0,735297123;1,686226899;-0,751395313;-0,763640842;-17,7750245;0,858319904;1,14152945;NaN;NaN;1,701714269;0,897322521;3,386573572;NaN;-0,458562157;NaN;NaN;NaN;NaN;-1,185097998;-0,033219031;-1,070192005
CTNND1; catenin delta-1 isoform 1ABC GN=CTNND1;1,830470404;-16,64539263;NaN;1,676338005;2,75849426;NaN;NaN;0,088657291;NaN;NaN;0,777357111;NaN;1,550698382;1,185075548;NaN;NaN;2,158478005;1,034673785;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,642819019;-0,503793625;0,444704328;1,719354062;0,981168579;-0,04524665;1,07842665;-0,226828744;1,310966742;-1,376669974;-0,684409741;-1,397874736;1,021044398;-0,269013313;-0,187815516;0,001223011;0,480953796;-0,430175218
CTNND1; catenin delta-1 isoform 1ABC GN=CTNND1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0,477422155;0,668563776;NaN;NaN;0,539191722;0,329353522;-0,893842487;-0,066949453;1,591189956;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
CTNND1; catenin delta-1 isoform 1ABC GN=CTNND1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,923192951;-0,848382908;1,693160916;-0,049525545;-0,7809893;NaN;1,92934478;1,245452147;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
TJP1; tight junction protein ZO-1 isoform c GN=TJP1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,361484891;-0,376958387;NaN;0,583206296;2,69423657;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,559534074;NaN;NaN;NaN;-9,055013391;-12,0840123;-0,015171301;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
TJP1; tight junction protein ZO-1 isoform c GN=TJP1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-2,128688407;-1,273444658;-1,475632622;0,349417718;-0,189595661;0,467482417;-1,803941741;-0,034663337;-2,032465489
TJP1; tight junction protein ZO-1 isoform c GN=TJP1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0,331975921;1,985650367;NaN;-1,059914051;3,714046723;-1,424821389;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1,351327574;-1,778095148;NaN;NaN;-1,46122961;NaN;0,342618549;0,490629575;-2,68818781;-0,049839219;-1,480980276;-1,242358962;1,410559232;-0,094518191;0,825291539;-1,408909075;0,888248002;-1,975508491
TJP1; tight junction protein ZO-1 isoform c GN=TJP1;-0,784874287;-1,944463534;-3,003851637;-1,42809267;-1,866585234;-2,966134063;-0,855526218;-3,005655987;4,254830348;NaN;-3,015242797;-1,072861864;1,725939906;-1,719243929;-1,743279688;3,506606656;-1,791649697;-1,612454472;-4,318572057;-0,219142848;-3,263779279;-2,997245277;-1,185468608;-0,605714421;-2,026027168;-2,16387057;-0,249624618;1,685640385;-2,230916712;-1,447654516;-2,818524188;-1,952315007;NaN;2,354080214;0,072944927;-1,60530973;-3,05237526;-2,916180637;-3,681129045;0,446796427;-1,304798459;-0,091851384;-1,786819582;0,892580919;-3,167108833
TJP1; tight junction protein ZO-1 isoform c GN=TJP1;0,149661102;0,985753398;-0,371161898;NaN;-1,836937288;-8,612623975;0,444568088;NaN;4,747990071;NaN;-17,50247096;0,875784096;0,525724573;-0,619069316;-1,099217084;1,378793265;-0,637377632;NaN;0,209366815;0,558254407;-0,566997486;-0,676702205;0,405066076;0,409038224;-1,112398775;-0,924891835;-0,320225519;1,120241174;-0,808440594;0,325756058;-1,896394309;0,929053394;-0,617669385;1,175775832;-0,565572992;1,329431062;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
TJP1; tight junction protein ZO-1 isoform c GN=TJP1;-0,096839537;-2,254135392;-2,961615972;-2,530192839;-1,51328055;-2,168392984;-1,582723504;-0,705202108;2,652440602;NaN;-12,45377308;0,044263456;2,628622866;0,108484528;NaN;4,230783659;0,762163801;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1,794731934;-0,48364188;-0,566355968;-0,880856692;-2,379258637;-3,57027636;2,466600697;0,831372314;-1,482576307;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
TJP1; tight junction protein ZO-1 isoform c GN=TJP1;0,727989525;-8,673463328;-0,551623373;0,156858316;-0,953675579;0,258690231;0,001527725;-0,282196735;4,224482057;-0,42789448;-0,727009023;-1,452262916;0,937983411;-1,356056597;-1,409837828;1,956395849;-0,006992328;0,253553971;-3,095332707;0,223408402;-0,928458383;-1,811910696;-0,405066076;-0,340261886;-0,610618528;-1,438720633;-0,281142877;1,04985953;-0,928165667;-1,03674231;-0,608236434;-2,280039343;-0,622930623;1,767456573;0,422680876;-1,150218542;-0,96245069;-0,692802726;0,38230961;1,351845599;0,39541042;1,01859072;-1,35020453;0,766926324;-1,611283481
ABL2; Abelson tyrosine-protein kinase 2 isoform f GN=ABL2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1,825230647;-1,738977055;-4,207795059;-1,265349009;-2,687940887;-2,033994755;1,826877502;0,92030517;0,460521871;-2,196248237;NaN;NaN;1,75854491;-1,358489266;1,120038517;-1,912789751;1,608956544;-0,10941739
ABL2; Abelson tyrosine-protein kinase 2 isoform h GN=ABL2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,217670054;NaN;1,442203819;NaN;NaN;NaN
ABL2; Abelson tyrosine-protein kinase 2 isoform h GN=ABL2;1,857558387;-0,317625759;-1,970997665;0,005455941;1,215565764;-0,516026063;0,70580913;-0,162828096;0,048557265;NaN;1,297331326;-0,33724538;-0,186588098;-0,532989202;-0,367673534;0,695607413;1,149431222;-0,004339555;1,212862569;1,420962746;0,10158705;1,472822445;-0,172803418;0,825316063;-0,469588642;0,133161266;-0,141201804;-0,09970733;-0,571361241;-0,05541908;-0,275878668;NaN;-0,353555219;1,474144753;-0,400697473;0,577824612;0,909288856;-0,028993947;0,167886346;0,17041274;0,539704463;1,601230096;0,320428974;0,671602148;0,125904942
ABL2; Abelson tyrosine-protein kinase 2 isoform h GN=ABL2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,24609798;NaN;-1,22290848;0,775900209;NaN;-0,576360428;1,517335273;-0,583360115;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0,830503405;NaN;0,443352644;-0,14228388;0,391866102;0,207292792;0,261704943;NaN;0,334530039;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
ABL2; Abelson tyrosine-protein kinase 2 isoform h GN=ABL2;0,630472788;-0,193544911;-0,412117694;0,272797072;-0,285361475;0,35214377;1,381063752;-0,427061589;0,288308761;-2,022704066;-0,066407391;0,250826251;-0,803085259;-0,407996159;0,106498541;0,330413521;0,031734414;-0,604437951;0,527995029;0,704349639;-2,060090866;-1,335712848;-0,884456203;-0,538144685;-0,391920009;1,71228019;0,416041029;-1,27156171;-1,426032309;-0,717744676;-2,442720963;0,311688895;-2,603260747;1,166925906;-0,327752547;-0,581083021;-0,062022139;-1,142971898;-0,577882476;0,329369161;-0,415544473;1,509378712;0,357119314;-0,053439311;-0,400197851
ABL2; Abelson tyrosine-protein kinase 2 isoform h GN=ABL2;0,232279448;0,285810157;-0,395479402;0,773379698;0,169240355;0,467267695;3,15780838;-0,716791297;-0,373283975;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-2,670983408;0,27856824;-0,533915531;-2,037592053;-1,838062486;0,105224767;0,299633196;0,310765372;-1,148046269;1,105323117;-1,046071076;-1,014976051;-0,482597422;0,843952368;0,749891149;1,082365045;-1,294097903;-0,469145795
ABL2; Abelson tyrosine-protein kinase 2 isoform h GN=ABL2;0,470653693;-0,644265938;-0,842153548;0,220965628;1,476220618;-0,437470914;0,603451529;-0,552224823;1,19875748;0,111390843;0,065539321;1,071807972;0,552199911;-0,613173418;-0,474172075;-0,033538215;0,929979684;-1,283888201;0,803895321;1,047726753;-1,141082441;0,560232762;-1,104641203;0,403005212;0,070003965;0,81199424;0,179023716;2,09971906;0,363916807;-0,035143807;-0,672318486;-2,19885992;-0,600833422;1,049348323;0,787405509;0,207452069;-1,907180768;-1,758711765;-2,260280388;0,962330765;-0,788024445;0,847226198;-0,714238628;-0,067882368;-1,554326484
ABL2; Abelson tyrosine-protein kinase 2 isoform h GN=ABL2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0,608109882;NaN;3,094638071;NaN;1,71090339;-0,834093741;0,863694805;-1,304015468
ABL2; Abelson tyrosine-protein kinase 2 isoform h GN=ABL2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0,379057703;0,607308281;-2,200658993;-1,953443183;-0,681923165;0,205122413;0,013796402;1,198451392;0,698444637;-0,500882703;0,314130143;-0,256820129;-0,055392961;-0,162358846;0,46614572;-0,174469962;0,612537534;-0,788535091;-0,862772252;-0,450169172;-1,763101173;1,08548619;-0,59339527;1,790416528;-1,922573842;0,09387987;-1,161622975
ABL1; tyrosine-protein kinase ABL1 isoform b GN=ABL1;0,633181586;0,599724095;-0,143345285;-0,046375502;0,224830253;0,33724538;1,865352701;-0,087498372;-0,471915919;NaN;-1,003923505;-0,538538716;-1,485140401;-0,088438474;0,348655938;-0,380099765;0,150066126;-1,214455329;0,105599006;0,017595411;-0,164193022;-0,947972805;-0,611315316;0,170130943;-0,849756161;-0,315534304;-0,341657936;0,792966528;-0,094831741;-0,409560521;-0,840669642;1,017248322;-0,648184568;0,710522599;-0,41268842;-1,338120154;1,117506037;-0,830142473;0,059496565;-1,645413764;0,063198554;0,385227446;0,605390618;-1,239214286;-0,632522446
ABL1; tyrosine-protein kinase ABL1 isoform b GN=ABL1;NaN;0,190363351;0,907426847;1,065272565;-0,308832765;1,916474748;1,895907208;-1,115459375;-1,863385045;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0,455134634;0,874822813;0,393340303;0,59085825;-0,979164149;-1,566796788;-0,43743918;0,991251605;-0,708160991;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
BCAR1; breast cancer anti-estrogen resistance protein 1 isoform 1 GN=BCAR1;NaN;NaN;0,477390993;NaN;-0,631254172;-15,55121064;NaN;NaN;0,817886433;NaN;NaN;NaN;0,027736069;NaN;-0,040570873;NaN;0,51151572;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0,79648561;1,053817724;NaN;0,746175768;NaN;NaN;2,608199507;1,514856284;0,173781838;NaN;0,343349369;NaN;1,142767784;-0,047538735;0,693683586;-0,061150567;3,929955796;2,173359114
